gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.12,7018.35,1
Male,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.75,7323.96,0
Male,0,Yes,Yes,36,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,100.16,6089.82,0
Male,0,No,No,7,No,No,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),36.1,7165.52,0
Female,0,No,No,66,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,No,Electronic check,37.3,65.25,0
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,60.27,280.71,0
Female,0,No,No,42,Yes,No,DSL,No,No,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),53.2,6152.07,0
Female,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),116.51,6678.31,0
Female,0,Yes,Yes,2,Yes,No,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),110.73,2338.64,0
Male,0,No,Yes,70,No,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Credit card (automatic),25.08,452.31,0
Female,0,Yes,Yes,4,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,59.2,201.41,1
Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),98.36,650.85,1
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,82.93,3788.18,1
Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,97.17,7661.37,0
Male,1,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.71,370.42,0
Male,0,No,No,14,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),58.89,3376.31,0
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,No,Mailed check,96.72,4342.7,0
Male,0,Yes,No,47,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),49.2,5062.63,0
Male,0,Yes,No,56,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,25.77,3273.48,0
Female,0,No,No,53,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.03,6512.86,0
Male,0,Yes,No,18,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,114.61,1355.82,0
Male,0,No,No,69,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,81.15,171.66,0
Female,1,No,No,48,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,93.69,5955.14,0
Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.96,7557.26,1
Male,0,No,No,54,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.67,6783.11,0
Female,1,No,No,35,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,80.03,6005.18,0
Female,0,Yes,No,46,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),74.02,881.65,0
Male,0,No,Yes,1,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),31.34,6367.34,0
Male,0,Yes,Yes,41,Yes,Yes,No,No,Yes,No,No internet service,No,No,One year,No,Credit card (automatic),51.88,4103.35,0
Female,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,21.73,2402.97,0
Male,0,No,Yes,40,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Two year,No,Mailed check,27.71,7822.77,0
Male,0,No,No,11,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),70.83,6913.36,0
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),37.78,3314.33,0
Male,0,No,No,46,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),55.72,1675.63,0
Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,103.7,7188.42,0
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,28.69,3345.16,0
Male,0,No,No,51,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,103.19,7434.36,0
Male,1,No,No,61,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),109.46,2507.67,0
Female,0,No,No,42,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),51.86,3347.3,0
Female,1,Yes,No,26,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.53,7254.65,0
Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,No,Electronic check,61.21,524.45,0
Female,0,No,Yes,25,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.45,7817.21,0
Male,0,Yes,No,40,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,29.4,402.78,1
Male,0,No,Yes,25,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,65.02,4840.99,1
Male,1,Yes,Yes,52,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Electronic check,76.7,3836.04,0
Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),68.85,4656.71,0
Male,0,No,No,39,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Credit card (automatic),88.03,2999.25,0
Female,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.6,5965.95,1
Female,0,No,No,40,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),106.36,6192.1,0
Male,0,Yes,Yes,22,Yes,No phone service,No,No,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,80.52,5702.62,0
Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,42.63,321.5,0
Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,One year,Yes,Credit card (automatic),107.61,94.39,0
Female,0,No,Yes,14,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Electronic check,106.06,5405.02,0
Male,0,Yes,No,50,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,57.01,981.97,0
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),38.92,472.94,0
Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,97.84,469.44,0
Male,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,25.98,173.92,0
Female,0,No,No,40,Yes,No,No,Yes,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),62.79,5578.22,0
Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,65.97,7841.37,0
Male,0,Yes,No,65,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,82.91,4498.13,1
Female,0,No,No,34,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.14,5247.91,0
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),55.49,5659.14,0
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,115.34,715.98,0
Female,0,No,Yes,7,Yes,No,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,107.29,5252.86,0
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,58.18,6846.98,0
Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),116.69,6644.72,0
Female,0,No,Yes,8,No,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.22,2408.52,1
Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,50.43,160.16,0
Female,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,91.07,5327.91,1
Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.03,5698.77,0
Male,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,72.53,7499.4,1
Male,0,No,No,36,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.02,728.47,1
Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,117.74,7681.56,1
Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),89.71,205.76,0
Female,0,No,No,49,No,No phone service,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,63.27,3568.64,1
Male,0,No,Yes,39,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,88.3,3275.43,1
Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,72.85,145.07,0
Female,0,No,No,9,Yes,No,DSL,No,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,83.27,6034.83,0
Female,0,No,No,20,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,87.26,184.25,0
Female,0,No,Yes,8,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),119.36,6507.15,0
Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),69.64,2574.82,0
Male,0,No,No,62,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.42,1567.74,0
Male,0,No,Yes,35,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,115.01,4001.14,1
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,42.01,255.79,0
Male,0,No,No,45,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),58.32,1354.89,0
Female,0,No,No,21,No,No,No,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,75.62,7460.81,0
Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,59.46,7301.17,0
Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),93.03,1797.43,0
Male,0,No,No,43,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),36.59,1134.91,0
Male,1,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),114.65,4129.96,0
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.69,5444.03,0
Female,0,No,No,44,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,111.48,2161.0,0
Female,0,No,No,68,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),115.78,1816.71,0
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),39.65,7920.32,0
Male,1,No,No,63,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),76.43,3923.43,0
Male,0,Yes,No,58,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,96.17,7089.44,0
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,Yes,Electronic check,23.42,3078.49,1
Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,60.22,538.55,0
Male,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Mailed check,61.45,2223.49,0
Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),86.55,5218.24,1
Male,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,One year,No,Credit card (automatic),72.16,4376.56,0
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.17,2898.89,0
Female,0,Yes,Yes,71,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,56.04,4140.92,0
Male,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.74,7976.44,0
Male,1,No,Yes,35,No,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),60.7,5587.48,0
Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Electronic check,52.8,5257.22,1
Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,27.83,4465.05,0
Male,0,No,No,59,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),65.77,1510.21,0
Female,0,No,Yes,34,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,106.38,4962.77,0
Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),62.54,4647.79,0
Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),34.34,6306.88,0
Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,50.72,2650.35,0
Female,1,Yes,No,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.82,3237.24,0
Male,0,No,Yes,46,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.45,7938.46,0
Male,0,No,No,21,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),25.91,2808.12,1
Female,1,Yes,No,38,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),25.44,4424.75,0
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.69,2592.84,0
Female,0,No,Yes,36,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),109.78,5193.34,0
Male,0,Yes,No,6,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.01,6191.48,0
Female,0,No,No,39,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),118.79,5498.91,1
Male,1,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),42.02,4507.77,1
Female,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,54.61,2527.51,0
Female,0,No,Yes,69,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,66.76,4695.37,0
Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,30.75,6198.02,0
Male,0,Yes,No,24,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.32,1281.71,1
Male,0,No,No,63,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.14,3571.34,0
Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,21.21,7009.32,1
Female,1,Yes,No,30,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,68.35,4036.8,1
Male,0,No,Yes,58,Yes,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),85.94,7200.75,0
Male,0,Yes,No,40,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,49.83,713.96,0
Male,0,No,No,68,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),107.11,2187.44,0
Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,47.73,4066.35,0
Male,0,Yes,No,65,Yes,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),111.2,1567.31,0
Male,0,Yes,No,34,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),103.32,4618.27,0
Female,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Mailed check,43.35,3873.13,0
Male,0,No,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),26.3,7489.92,0
Female,0,Yes,No,26,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,23.16,5267.39,0
Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,97.6,160.88,0
Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),76.2,6753.91,0
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),37.76,5200.05,1
Female,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),36.41,1663.15,0
Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),57.78,2013.87,1
Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),28.66,5514.61,0
Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,89.13,4637.23,0
Female,1,No,No,56,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),114.91,3541.23,0
Female,0,No,No,21,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,61.41,2560.74,0
Male,0,No,Yes,49,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,106.95,6618.15,0
Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),52.71,6359.75,1
Male,0,Yes,No,35,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),44.69,6925.19,1
Male,0,No,No,27,No,No,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),53.43,6448.34,1
Male,1,Yes,No,40,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Mailed check,40.88,7549.49,0
Male,0,Yes,Yes,14,Yes,No,DSL,No,No,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),43.66,931.52,0
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),88.95,4132.26,1
Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),106.48,2539.59,1
Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,58.1,3125.23,0
Male,0,Yes,Yes,58,Yes,No,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.13,7376.59,0
Male,0,Yes,No,3,Yes,No phone service,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,35.97,6309.53,1
Male,0,No,No,15,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,307.04,0
Female,0,No,No,45,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.88,3627.2,1
Male,1,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,37.85,1997.22,0
Female,0,No,No,39,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),61.76,4680.04,0
Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.77,2591.15,0
Male,1,Yes,No,20,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,109.62,3892.98,1
Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.24,3018.21,0
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,48.53,337.85,0
Female,1,Yes,No,4,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),33.88,2392.82,0
Female,0,No,No,9,Yes,No,No,No,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),36.96,5473.77,0
Female,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.02,6662.84,0
Male,1,Yes,No,47,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,108.15,6413.38,1
Male,0,Yes,No,49,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,84.45,2041.48,0
Female,0,No,No,27,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.69,6514.96,0
Female,0,No,No,28,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,46.1,6618.82,0
Male,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.72,4225.76,0
Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),50.13,2639.82,1
Female,0,Yes,Yes,46,No,No,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),69.56,6556.11,0
Male,0,No,No,46,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),21.12,881.01,1
Male,0,Yes,No,40,No,No,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Mailed check,108.24,7650.81,1
Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,78.84,2712.61,1
Male,1,No,No,10,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.99,1095.68,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,68.01,5960.95,0
Male,0,Yes,No,66,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.5,3561.0,1
Female,0,Yes,No,17,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.67,4220.87,1
Male,0,No,No,47,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.11,369.7,0
Female,1,No,No,24,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.71,2551.0,0
Female,0,Yes,No,50,No,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),105.54,1810.14,0
Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,75.22,3344.85,0
Female,0,No,No,13,No,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),78.42,662.1,0
Male,0,Yes,No,64,No,No phone service,No,No,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),88.47,1952.07,0
Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),67.23,1458.88,0
Female,0,No,No,5,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,110.32,2386.7,0
Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Electronic check,74.36,3874.29,0
